name,stage,calls,cpu_time_total_us,cuda_time_total_us,self_cpu_time_total_us,self_cuda_time_total_us,run_name
aten::sum,,400,4522.7659999996895,3888.371000000353,2781.437999999416,3888.371000000353,small_ctx512_train_step_fp32
"void at::native::vectorized_elementwise_kernel<4, at::native::exp_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::exp_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>)",,26,0,669.3760000000002,0,669.3760000000002,small_ctx512_train_step_fp32
attention/value,attention/value,24,3298.4319999999625,758.2060000000483,813.3339999999589,0.0,small_ctx512_train_step_fp32
"void at::native::reduce_kernel<512, 1, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator()(at::TensorIterator&)::{lambda(float, float)#1}>, unsigned int, float, 4, 4> >(at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator()(at::TensorIterator&)::{lambda(float, float)#1}>, unsigned int, float, 4, 4>)",,350,0,3160.4010000001117,0,3160.4010000001117,small_ctx512_train_step_fp32
"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> > const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> > const&)::{lambda(int)#1})",,96,0,4403.9700000000175,0,4403.9700000000175,small_ctx512_train_step_fp32
aten::clone,,192,2385.466999999936,1285.8019999999433,404.36099999994804,0.0,small_ctx512_train_step_fp32
aten::empty_like,,642,1919.5300000000625,0,623.6560000000372,0,small_ctx512_train_step_fp32
aten::copy_,,414,3041.9200000000537,3598.444999999947,1406.009000000051,3598.444999999947,small_ctx512_train_step_fp32
attention/value,attention/value,24,0,1024.575000000039,0,1024.575000000039,small_ctx512_train_step_fp32
"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1})",,362,0,3402.060999999927,0,3402.060999999927,small_ctx512_train_step_fp32
aten::_unsafe_view,,192,186.06500000000415,0,186.06500000000415,0,small_ctx512_train_step_fp32
sm90_xmma_gemm_f32f32_tf32f32_f32_nn_n_tilesize64x128x32_warpgroupsize1x1x1_execute_segment_k_off_kernel__5x_cublas,,144,0,2787.1080000000056,0,2787.1080000000056,small_ctx512_train_step_fp32
cudaMemsetAsync,,368,995.4280000002227,0,995.4280000002227,0,small_ctx512_train_step_fp32
Memset (Device),,368,0,299.3860000002105,0,299.3860000002105,small_ctx512_train_step_fp32
sm90_xmma_gemm_f32f32_tf32f32_f32_tn_n_tilesize128x128x32_warpgroupsize1x1x1_execute_segment_k_off_kernel__5x_cublas,,50,0,1621.6310000000403,0,1621.6310000000403,small_ctx512_train_step_fp32
aten::sigmoid,,24,270.87599999996473,280.2879999999923,175.7119999999859,280.2879999999923,small_ctx512_train_step_fp32
"void at::native::vectorized_elementwise_kernel<4, at::native::sigmoid_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::sigmoid_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>)",,24,0,280.2879999999923,0,280.2879999999923,small_ctx512_train_step_fp32
"void at::native::vectorized_elementwise_kernel<4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 3ul> >(int, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 3ul>)",,392,0,5250.183999999944,0,5250.183999999944,small_ctx512_train_step_fp32
aten::log,,2,19.469000000011874,3.7439999999987776,12.723000000019965,3.7439999999987776,small_ctx512_train_step_fp32
aten::neg,,104,735.4189999999617,1721.950000000008,420.69900000001144,1721.950000000008,small_ctx512_train_step_fp32
aten::gather,,2,39.585000000002765,21.05599999998958,31.260000000005675,21.05599999998958,small_ctx512_train_step_fp32
backward,backward,2,63134.42599999999,2.367999999994936,63092.26599999999,0.0,small_ctx512_train_step_fp32
"void at::native::vectorized_elementwise_kernel<4, at::native::log_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::log_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>)",,2,0,3.7439999999987776,0,3.7439999999987776,small_ctx512_train_step_fp32
"void at::native::vectorized_elementwise_kernel<4, at::native::neg_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::neg_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>)",,56,0,1507.388999999981,0,1507.388999999981,small_ctx512_train_step_fp32
aten::ones_like,,2,42.16000000000349,2.367999999994936,4.927999999996246,0.0,small_ctx512_train_step_fp32
aten::empty_strided,,618,1281.3770000000004,0,1281.3770000000004,0,small_ctx512_train_step_fp32
"void at::native::_scatter_gather_elementwise_kernel<128, 8, at::native::_cuda_scatter_gather_internal_kernel<false, at::native::OpaqueType<4>, long>::operator()<at::native::TensorAssign>(at::TensorIterator&, long, long, long, at::native::TensorAssign const&)::{lambda(int)#1}>(int, at::native::_cuda_scatter_gather_internal_kernel<false, at::native::OpaqueType<4>, long>::operator()<at::native::TensorAssign>(at::TensorIterator&, long, long, long, at::native::TensorAssign const&)::{lambda(int)#1})",,2,0,21.05599999998958,0,21.05599999998958,small_ctx512_train_step_fp32
backward,backward,2,0,2.367999999994936,0,2.367999999994936,small_ctx512_train_step_fp32
autograd::engine::evaluate_function: MeanBackward0,,2,215.93000000000393,3.8079999999863503,42.24800000000323,0.0,small_ctx512_train_step_fp32
MeanBackward0,,2,173.6820000000007,3.8079999999863503,32.20099999999729,0.0,small_ctx512_train_step_fp32
aten::expand,,80,229.20999999996275,0,193.48099999992337,0,small_ctx512_train_step_fp32
"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::BUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::BUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::BUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::BUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > const&)::{lambda(int)#1})",,52,0,289.50099999994563,0,289.50099999994563,small_ctx512_train_step_fp32
autograd::engine::evaluate_function: GatherBackward0,,2,123.83399999999892,55.26400000001013,19.519000000000233,0.0,small_ctx512_train_step_fp32
GatherBackward0,,2,104.31499999999869,55.26400000001013,10.199999999986176,0.0,small_ctx512_train_step_fp32
aten::gather_backward,,2,94.11500000001251,55.26400000001013,11.843000000015309,0.0,small_ctx512_train_step_fp32
aten::new_zeros,,4,70.92899999998917,53.02499999999782,12.719999999982974,0.0,small_ctx512_train_step_fp32
aten::new_empty,,4,20.624999999996362,0,5.6560000000063155,0,small_ctx512_train_step_fp32
aten::zero_,,474,2574.884999999769,1367.4709999998886,629.1449999998586,0.0,small_ctx512_train_step_fp32
aten::scatter_add_,,2,39.062000000005355,18.080000000005384,27.913000000000466,18.080000000005384,small_ctx512_train_step_fp32
"void at::native::_scatter_gather_elementwise_kernel<128, 8, at::native::_cuda_scatter_gather_internal_kernel<true, float, long>::operator()<at::native::ReduceAdd>(at::TensorIterator&, long, long, long, at::native::ReduceAdd const&)::{lambda(int)#1}>(int, at::native::_cuda_scatter_gather_internal_kernel<true, float, long>::operator()<at::native::ReduceAdd>(at::TensorIterator&, long, long, long, at::native::ReduceAdd const&)::{lambda(int)#1})",,2,0,18.080000000005384,0,18.080000000005384,small_ctx512_train_step_fp32
autograd::engine::evaluate_function: NegBackward0,,2,27.28800000000774,81.98400000000038,5.397000000015396,0.0,small_ctx512_train_step_fp32
NegBackward0,,2,21.890999999992346,81.98400000000038,2.4759999999951106,0.0,small_ctx512_train_step_fp32
autograd::engine::evaluate_function: SubBackward0,,76,1034.113000000034,1607.810000000005,230.38300000000163,0.0,small_ctx512_train_step_fp32
SubBackward0,,76,581.1010000000315,974.109999999997,77.23400000006222,0.0,small_ctx512_train_step_fp32
autograd::engine::evaluate_function: LogBackward0,,2,27.239000000005035,4.4170000000049185,6.863999999994121,0.0,small_ctx512_train_step_fp32
LogBackward0,,2,20.375000000010914,4.4170000000049185,2.9210000000093714,0.0,small_ctx512_train_step_fp32
autograd::engine::evaluate_function: SumBackward1,,26,356.338999999949,901.6329999999798,103.90799999994124,0.0,small_ctx512_train_step_fp32
SumBackward1,,26,89.67399999997724,0,31.945000000010623,0,small_ctx512_train_step_fp32
autograd::engine::evaluate_function: ExpBackward0,,26,311.83899999997084,1158.9150000000081,85.15199999996548,0.0,small_ctx512_train_step_fp32
ExpBackward0,,26,209.03900000000795,1044.354000000014,46.82400000005509,0.0,small_ctx512_train_step_fp32
aten::add_,,516,2520.7269999999844,3588.3269999997246,1180.9540000001834,3588.3269999997246,small_ctx512_train_step_fp32
autograd::engine::evaluate_function: MaxBackward0,,26,1117.8440000000155,1606.2130000000034,133.3940000000366,0.0,small_ctx512_train_step_fp32
MaxBackward0,,26,852.4529999999868,584.1309999999758,54.514000000013766,0.0,small_ctx512_train_step_fp32
aten::value_selecting_reduction_backward,,26,797.938999999973,584.1309999999758,70.95699999998033,0.0,small_ctx512_train_step_fp32
"void at::native::vectorized_elementwise_kernel<4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> >, std::array<char*, 3ul> >(int, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> >, std::array<char*, 3ul>)",,224,0,872.920999999933,0,872.920999999933,small_ctx512_train_step_fp32
aten::zeros,,26,337.37800000001516,332.76900000001115,58.7239999999656,0.0,small_ctx512_train_step_fp32
aten::scatter_,,26,389.60399999997753,251.3619999999646,280.6189999999806,251.3619999999646,small_ctx512_train_step_fp32
autograd::engine::evaluate_function: ViewBackward0,,726,4305.357000000109,649.796999999915,1526.1120000001101,0.0,small_ctx512_train_step_fp32
ViewBackward0,,726,2779.244999999999,649.796999999915,592.8330000000715,0.0,small_ctx512_train_step_fp32
autograd::engine::evaluate_function: PermuteBackward0,,1234,5793.356999999909,0,2634.261999999806,0,small_ctx512_train_step_fp32
PermuteBackward0,,1234,3159.095000000103,0,953.8930000002438,0,small_ctx512_train_step_fp32
autograd::engine::evaluate_function: BmmBackward0,,218,10147.681999999975,14403.347000000122,837.869000000017,0.0,small_ctx512_train_step_fp32
BmmBackward0,,218,9309.812999999958,14403.347000000122,695.7999999998392,0.0,small_ctx512_train_step_fp32
aten::transpose,,436,888.8300000001218,0,735.7040000000707,0,small_ctx512_train_step_fp32
autograd::engine::evaluate_function: ReshapeAliasBackward0,,242,1870.4490000000478,282.08299999999144,649.1180000000677,0.0,small_ctx512_train_step_fp32
ReshapeAliasBackward0,,242,1221.3309999999801,282.08299999999144,179.16799999997238,0.0,small_ctx512_train_step_fp32
autograd::engine::evaluate_function: UnsqueezeBackward0,,606,3477.6260000001166,377.92000000001644,1585.4520000002667,0.0,small_ctx512_train_step_fp32
UnsqueezeBackward0,,606,1431.042999999896,0,339.8489999997946,0,small_ctx512_train_step_fp32
aten::squeeze,,606,1091.1940000001014,0,902.5719999999455,0,small_ctx512_train_step_fp32
"void at::native::_scatter_gather_elementwise_kernel<128, 8, at::native::_cuda_scatter_gather_internal_kernel<true, at::native::OpaqueType<4>, long>::operator()<at::native::TensorAssign>(at::TensorIterator&, long, long, long, at::native::TensorAssign const&)::{lambda(int)#1}>(int, at::native::_cuda_scatter_gather_internal_kernel<true, at::native::OpaqueType<4>, long>::operator()<at::native::TensorAssign>(at::TensorIterator&, long, long, long, at::native::TensorAssign const&)::{lambda(int)#1})",,26,0,251.3619999999646,0,251.3619999999646,small_ctx512_train_step_fp32
autograd::engine::evaluate_function: torch::autograd::AccumulateGrad,,222,2813.2359999999644,2116.2589999999836,382.00300000007337,0.0,small_ctx512_train_step_fp32
torch::autograd::AccumulateGrad,,222,2431.232999999891,2116.2589999999836,584.3449999999539,0.0,small_ctx512_train_step_fp32
aten::new_empty_strided,,170,621.1679999999433,0,211.65699999998833,0,small_ctx512_train_step_fp32
autograd::engine::evaluate_function: MulBackward0,,340,7221.004999999976,5370.338999999927,1458.7920000000013,0.0,small_ctx512_train_step_fp32
MulBackward0,,340,3819.4069999999883,4019.225999999966,630.9029999999548,0.0,small_ctx512_train_step_fp32
sm90_xmma_gemm_f32f32_tf32f32_f32_nt_n_tilesize128x256x32_warpgroupsize2x1x1_execute_segment_k_off_kernel__5x_cublas,,2,0,288.4800000000105,0,288.4800000000105,small_ctx512_train_step_fp32
aten::detach,,52,77.87899999997535,0,32.780999999991764,0,small_ctx512_train_step_fp32
detach,,52,45.097999999983585,0,45.097999999983585,0,small_ctx512_train_step_fp32
autograd::engine::evaluate_function: RsqrtBackward0,,50,1657.7229999999836,192.4750000000131,163.7369999999064,0.0,small_ctx512_train_step_fp32
RsqrtBackward0,,50,1493.9860000000772,192.4750000000131,209.84899999999834,0.0,small_ctx512_train_step_fp32
autograd::engine::evaluate_function: AddBackward0,,146,371.8629999999648,0,323.1039999999193,0,small_ctx512_train_step_fp32
AddBackward0,,146,48.75900000004549,0,48.75900000004549,0,small_ctx512_train_step_fp32
autograd::engine::evaluate_function: MeanBackward1,,50,909.7709999999424,285.6929999999593,123.93499999993946,0.0,small_ctx512_train_step_fp32
MeanBackward1,,50,785.836000000003,285.6929999999593,144.94100000001345,0.0,small_ctx512_train_step_fp32
autograd::engine::evaluate_function: PowBackward0,,50,2119.752999999957,743.0389999999497,262.8430000000444,0.0,small_ctx512_train_step_fp32
PowBackward0,,50,1617.9549999999908,543.97299999998,146.45900000001348,0.0,small_ctx512_train_step_fp32
sm90_xmma_gemm_f32f32_tf32f32_f32_nn_n_tilesize64x256x32_warpgroupsize1x1x1_execute_segment_k_off_kernel__5x_cublas,,50,0,2037.4439999999995,0,2037.4439999999995,small_ctx512_train_step_fp32
cudaMemcpyAsync,,54,461.9250000000211,0,461.9250000000211,0,small_ctx512_train_step_fp32
"void at::native::reduce_kernel<128, 4, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator()(at::TensorIterator&)::{lambda(float, float)#1}>, unsigned int, float, 4, 4> >(at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator()(at::TensorIterator&)::{lambda(float, float)#1}>, unsigned int, float, 4, 4>)",,50,0,544.3840000000309,0,544.3840000000309,small_ctx512_train_step_fp32
"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase&, float)::{lambda(float)#2}, std::array<char*, 2ul> >(int, at::native::(anonymous namespace)::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase&, float)::{lambda(float)#2}, std::array<char*, 2ul>)",,50,0,65.88299999999799,0,65.88299999999799,small_ctx512_train_step_fp32
"void at::native::vectorized_elementwise_kernel<4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 2ul> >(int, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 2ul>)",,1434,0,5091.6239999999925,0,5091.6239999999925,small_ctx512_train_step_fp32
Memcpy DtoD (Device -> Device),,50,0,194.78400000002875,0,194.78400000002875,small_ctx512_train_step_fp32
sm90_xmma_gemm_f32f32_tf32f32_f32_nt_n_tilesize128x128x32_warpgroupsize1x1x1_execute_segment_k_on_kernel__5x_cublas,,72,0,4719.213999999996,0,4719.213999999996,small_ctx512_train_step_fp32
sm90_xmma_gemm_f32f32_tf32f32_f32_nn_n_tilesize128x128x32_warpgroupsize1x1x1_execute_segment_k_off_kernel__5x_cublas,,24,0,900.9920000000056,0,900.9920000000056,small_ctx512_train_step_fp32
autograd::engine::evaluate_function: SigmoidBackward0,,24,473.49999999994907,889.3730000000069,118.30799999996452,0.0,small_ctx512_train_step_fp32
SigmoidBackward0,,24,234.77499999997963,465.76000000004206,42.32299999998213,0.0,small_ctx512_train_step_fp32
aten::sigmoid_backward,,24,192.4519999999975,465.76000000004206,118.26899999999296,465.76000000004206,small_ctx512_train_step_fp32
"void at::native::vectorized_elementwise_kernel<4, at::native::sigmoid_backward_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float, float)#1}, std::array<char*, 3ul> >(int, at::native::sigmoid_backward_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float, float)#1}, std::array<char*, 3ul>)",,24,0,465.76000000004206,0,465.76000000004206,small_ctx512_train_step_fp32
void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_128x128_16x4_nt_align4>(cutlass_80_tensorop_s1688gemm_128x128_16x4_nt_align4::Params),,96,0,1872.8309999999983,0,1872.8309999999983,small_ctx512_train_step_fp32
"void cublasLt::splitKreduce_kernel<32, 16, int, float, float, float, float, false, float, float, float, true, false, false>(cublasLt::cublasSplitKParams<float>, float const*, float const*, float*, float*, float const*, float const*, float const*, float const*, float*, void*, long, float*, int*, float*, float*, float const*, float const*, float const*, float const*, float const*)",,96,0,601.8250000000953,0,601.8250000000953,small_ctx512_train_step_fp32
autograd::engine::evaluate_function: UnsafeViewBackward0,,48,257.03600000001825,0,97.57900000002337,0,small_ctx512_train_step_fp32
UnsafeViewBackward0,,48,159.45699999999488,0,35.968999999957305,0,small_ctx512_train_step_fp32
autograd::engine::evaluate_function: CloneBackward0,,48,98.18299999994997,0,89.50399999992806,0,small_ctx512_train_step_fp32
CloneBackward0,,48,8.679000000021915,0,8.679000000021915,0,small_ctx512_train_step_fp32
void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_64x64_16x6_nt_align4>(cutlass_80_tensorop_s1688gemm_64x64_16x6_nt_align4::Params),,24,0,501.1889999999912,0,501.1889999999912,small_ctx512_train_step_fp32
autograd::engine::evaluate_function: DivBackward0,,48,1890.7719999999754,5968.736000000019,257.49000000003434,0.0,small_ctx512_train_step_fp32
DivBackward0,,48,1419.6159999999618,5426.68500000003,164.4349999999613,0.0,small_ctx512_train_step_fp32
cudaStreamIsCapturing,,5,6.121999999992113,0,6.121999999992113,0,small_ctx512_train_step_fp32
cudaMalloc,,1,197.4439999999995,0,197.4439999999995,0,small_ctx512_train_step_fp32
autograd::engine::evaluate_function: WhereBackward0,,24,863.8430000000153,946.4619999999413,86.86100000000442,0.0,small_ctx512_train_step_fp32
WhereBackward0,,24,776.9820000000109,946.4619999999413,40.29500000002736,0.0,small_ctx512_train_step_fp32
autograd::engine::evaluate_function: CatBackward0,,48,609.5200000000332,0,123.70900000006804,0,small_ctx512_train_step_fp32
CatBackward0,,48,485.81099999996513,0,131.08399999999892,0,small_ctx512_train_step_fp32
void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_256x64_32x3_nt_align4>(cutlass_80_tensorop_s1688gemm_256x64_32x3_nt_align4::Params),,24,0,533.4389999999803,0,533.4389999999803,small_ctx512_train_step_fp32
aten::narrow,,96,354.7269999999662,0,122.29100000003382,0,small_ctx512_train_step_fp32
aten::slice,,96,232.4359999999324,0,199.47399999998015,0,small_ctx512_train_step_fp32
"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::neg_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::neg_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::neg_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::neg_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1})",,48,0,214.56100000002698,0,214.56100000002698,small_ctx512_train_step_fp32
autograd::engine::evaluate_function: UnbindBackward0,,48,808.7659999999887,366.3059999999932,138.30700000002253,0.0,small_ctx512_train_step_fp32
UnbindBackward0,,48,670.4589999999662,366.3059999999932,71.32699999998295,0.0,small_ctx512_train_step_fp32
aten::stack,,48,599.1319999999832,366.3059999999932,145.81099999997605,0.0,small_ctx512_train_step_fp32
"void at::native::(anonymous namespace)::CatArrayBatchedCopy_vectorized<at::native::(anonymous namespace)::OpaqueType<4u>, unsigned int, 1, 128, 1, 16, 4>(char*, at::native::(anonymous namespace)::CatArrInputTensorMetadata<at::native::(anonymous namespace)::OpaqueType<4u>, unsigned int, 128, 1>, at::native::(anonymous namespace)::TensorSizeStride<unsigned int, 4u>, int, unsigned int)",,24,0,102.94400000000678,0,102.94400000000678,small_ctx512_train_step_fp32
autograd::engine::evaluate_function: IndexBackward0,,2,228.1350000000093,56.41600000003382,8.05700000001525,0.0,small_ctx512_train_step_fp32
IndexBackward0,,2,220.07799999999406,56.41600000003382,14.085999999995693,0.0,small_ctx512_train_step_fp32
aten::_index_put_impl_,,2,178.27300000000105,40.575000000040745,45.86500000000524,26.111000000018976,small_ctx512_train_step_fp32
aten::remainder,,2,23.016000000010536,4.8009999999922,15.874000000003434,4.8009999999922,small_ctx512_train_step_fp32
"void at::native::vectorized_elementwise_kernel<2, at::native::BUnaryFunctor<long, long, long, at::native::remainder_kernel_cuda(at::TensorIteratorBase&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long, long)#1}>, std::array<char*, 2ul> >(int, at::native::BUnaryFunctor<long, long, long, at::native::remainder_kernel_cuda(at::TensorIteratorBase&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long, long)#1}>, std::array<char*, 2ul>)",,2,0,4.8009999999922,0,4.8009999999922,small_ctx512_train_step_fp32
"void at::native::vectorized_elementwise_kernel<2, at::native::AUnaryFunctor<long, long, long, at::native::binary_internal::MulFunctor<long> >, std::array<char*, 2ul> >(int, at::native::AUnaryFunctor<long, long, long, at::native::binary_internal::MulFunctor<long> >, std::array<char*, 2ul>)",,2,0,2.816000000013446,0,2.816000000013446,small_ctx512_train_step_fp32
aten::divide_,,2,36.42100000000937,4.512000000009721,2.405000000006112,0.0,small_ctx512_train_step_fp32
aten::div_,,2,34.01600000000326,4.512000000009721,12.201999999997497,4.512000000009721,small_ctx512_train_step_fp32
"void at::native::vectorized_elementwise_kernel<2, at::native::BUnaryFunctor<long, long, long, at::native::binary_internal::div_trunc_kernel_cuda(at::TensorIteratorBase&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long, long)#1}>, std::array<char*, 2ul> >(int, at::native::BUnaryFunctor<long, long, long, at::native::binary_internal::div_trunc_kernel_cuda(at::TensorIteratorBase&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long, long)#1}>, std::array<char*, 2ul>)",,2,0,4.512000000009721,0,4.512000000009721,small_ctx512_train_step_fp32
cudaPeekAtLastError,,4,0.27999999999883585,0,0.27999999999883585,0,small_ctx512_train_step_fp32
"void at_cuda_detail::cub::DeviceRadixSortSingleTileKernel<at_cuda_detail::cub::DeviceRadixSortPolicy<long, at::cuda::cub::detail::OpaqueType<8>, unsigned long long>::Policy900, false, long, at::cuda::cub::detail::OpaqueType<8>, unsigned long long, at_cuda_detail::cub::detail::identity_decomposer_t>(long const*, long*, at::cuda::cub::detail::OpaqueType<8> const*, at::cuda::cub::detail::OpaqueType<8>*, unsigned long long, int, int, at_cuda_detail::cub::detail::identity_decomposer_t)",,2,0,12.864000000008673,0,12.864000000008673,small_ctx512_train_step_fp32
"void (anonymous namespace)::indexing_backward_kernel<float, 4>(long const*, long const*, float const*, float*, long, long, long, long, bool)",,2,0,13.247000000010303,0,13.247000000010303,small_ctx512_train_step_fp32
optimizer,optimizer,2,40966.62700000003,15791.327999999849,3448.603000000039,0.0,small_ctx512_train_step_fp32
aten::_to_copy,,2,94.53199999999924,1.5999999999912689,8.839000000007218,0.0,small_ctx512_train_step_fp32
cudaStreamSynchronize,,4,29.73399999998219,0,29.73399999998219,0,small_ctx512_train_step_fp32
optimizer,optimizer,2,0,8324.422999999995,0,8324.422999999995,small_ctx512_train_step_fp32
Memcpy HtoD (Pageable -> Device),,2,0,1.5999999999912689,0,1.5999999999912689,small_ctx512_train_step_fp32
aten::lift_fresh,,2,0.5140000000028522,0,0.5140000000028522,0,small_ctx512_train_step_fp32
aten::detach_,,2,3.250999999974738,0,1.7049999999726424,0,small_ctx512_train_step_fp32
detach_,,2,1.5460000000020955,0,1.5460000000020955,0,small_ctx512_train_step_fp32
aten::sqrt,,224,1218.8250000000116,712.9939999999406,667.9039999999077,712.9939999999406,small_ctx512_train_step_fp32
"void at::native::vectorized_elementwise_kernel<4, at::native::sqrt_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::sqrt_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>)",,224,0,712.9939999999406,0,712.9939999999406,small_ctx512_train_step_fp32
aten::reciprocal,,2,18.58499999999185,3.1679999999905704,11.541000000004715,3.1679999999905704,small_ctx512_train_step_fp32
"void at::native::vectorized_elementwise_kernel<4, at::native::reciprocal_kernel_cuda(at::TensorIteratorBase&)::{lambda()#1}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::reciprocal_kernel_cuda(at::TensorIteratorBase&)::{lambda()#1}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>)",,2,0,3.1679999999905704,0,3.1679999999905704,small_ctx512_train_step_fp32
aten::lt,,2,23.622000000003027,3.360000000007858,14.218000000015309,3.360000000007858,small_ctx512_train_step_fp32
