config_id,sequence_length,head_dim,batch_size,dtype,is_causal,implementation,forward_ms_p20,forward_ms_p50,forward_ms_p80,backward_ms_p20,backward_ms_p50,backward_ms_p80,forward_backward_ms_p20,forward_backward_ms_p50,forward_backward_ms_p80,warmup_ms,measurement_ms,quantiles,timer,peak_allocated_mib,peak_reserved_mib,status,error
attention_eager_s512_d64,512,64,1,bfloat16,True,explicit_pytorch_eager,0.03481600061058998,0.03481600061058998,0.03481600061058998,0.18227200210094452,0.18432000279426575,0.19148799777030945,0.44149119257926944,0.4482879936695099,0.46282240748405457,100,300,"[0.2, 0.5, 0.8]",triton.testing.do_bench,19.8798828125,26.0,success,
attention_eager_s512_d128,512,128,1,bfloat16,True,explicit_pytorch_eager,0.037151999771595,0.03788800165057182,0.038022398948669434,0.18227200210094452,0.18432000279426575,0.18743040263652802,0.4535424053668976,0.45977601408958435,0.4680448055267334,100,300,"[0.2, 0.5, 0.8]",triton.testing.do_bench,20.2548828125,26.0,success,
attention_eager_s2048_d64,2048,64,1,bfloat16,True,explicit_pytorch_eager,0.09932799637317657,0.10239999741315842,0.10342399775981903,0.18435199558734894,0.18540799617767334,0.18755840063095092,0.4567039906978607,0.4628480076789856,0.47308799624443054,100,300,"[0.2, 0.5, 0.8]",triton.testing.do_bench,69.76953125,84.0,success,
attention_eager_s2048_d128,2048,128,1,bfloat16,True,explicit_pytorch_eager,0.10547199845314026,0.1090719997882843,0.10956799983978271,0.19660800695419312,0.1966399997472763,0.19763199985027313,0.44646400213241577,0.45260798931121826,0.4649344027042389,100,300,"[0.2, 0.5, 0.8]",triton.testing.do_bench,71.26953125,86.0,success,
attention_eager_s8192_d64,8192,64,1,bfloat16,True,explicit_pytorch_eager,2.1882879734039307,2.189311981201172,2.1964800357818604,4.833280086517334,4.835328102111816,4.837376117706299,6.94271993637085,6.944767951965332,6.9468159675598145,100,300,"[0.2, 0.5, 0.8]",triton.testing.do_bench,854.328125,862.0,success,
attention_eager_s8192_d128,8192,128,1,bfloat16,True,explicit_pytorch_eager,2.213887929916382,2.217855930328369,2.2231040000915527,4.874239921569824,4.876287937164307,4.879360198974609,7.0215678215026855,7.024640083312988,7.027711868286133,100,300,"[0.2, 0.5, 0.8]",triton.testing.do_bench,860.328125,982.0,success,
